Item ID,Weight(in kg.),PricePerUnit,Quantity,Shipping Cost,ShippingRevenue,LogisticProfit,DeliveryStatus
2406,108,20,229,14,44,30,True
2407,22,3,88,8,54,46,FALSE
2408,52,4,191,3,38,35,FALSE
2409,71,28,93,9,42,33,FALSE
2410,137,6,286,5,31,26,FALSE
2411,172,23,190,11,72,61,FALSE
2412,89,18,61,13,32,19,FALSE
2413,38,12,166,12,70,58,FALSE
2414,91,10,234,2,60,58,FALSE
2415,187,11,244,1,94,93,FALSE
2416,48,27,102,13,52,39,FALSE
2417,123,12,96,7,87,80,FALSE
2418,158,4,31,3,83,80,FALSE
2419,196,23,152,6,56,50,FALSE
2420,61,30,152,3,91,88,FALSE
2421,105,13,125,9,51,42,FALSE
2422,195,17,120,7,64,57,FALSE
2423,171,27,247,16,34,18,True
2424,84,1,66,9,46,37,FALSE
2425,69,18,266,5,89,84,FALSE
2426,66,4,182,9,86,77,FALSE
2427,46,28,119,5,33,28,FALSE
2428,83,17,62,13,28,15,FALSE
2429,122,27,122,14,52,38,FALSE
2430,129,9,267,19,91,72,FALSE
2431,67,20,201,7,67,60,FALSE
2432,178,20,248,1,72,71,FALSE
2433,66,16,248,19,48,29,FALSE
2434,199,2,92,20,49,29,FALSE
2435,85,18,103,11,81,70,FALSE
2436,98,25,166,15,52,37,FALSE
2437,146,16,142,4,30,26,FALSE
2438,130,24,135,5,40,35,FALSE
2439,142,23,95,15,65,50,FALSE
2440,167,3,100,1,23,22,FALSE
2441,162,4,157,11,31,20,FALSE
2442,138,1,182,3,40,37,FALSE
2443,47,21,81,5,33,28,FALSE
2444,191,12,112,7,34,27,FALSE
2445,76,9,72,17,58,41,FALSE
2446,131,1,152,15,71,56,FALSE
2447,34,18,88,13,63,50,FALSE
2448,134,15,87,14,54,40,FALSE
2449,53,3,208,20,85,65,FALSE
2450,58,26,290,20,42,22,FALSE
2451,21,16,227,6,85,79,FALSE
2452,71,11,190,16,90,74,FALSE
2453,164,1,138,7,70,63,FALSE
2454,46,23,190,20,23,3,FALSE
2455,147,2,266,10,72,62,FALSE
2456,27,7,254,1,83,82,FALSE
2457,60,28,214,19,76,57,FALSE
2458,172,18,135,8,24,16,FALSE
2459,41,1,291,16,74,58,FALSE
2460,39,24,294,19,88,69,FALSE
2461,195,2,83,6,68,62,FALSE
2462,76,18,143,18,94,76,FALSE
2463,197,19,282,20,21,1,FALSE
2464,55,5,283,16,42,26,FALSE
2465,193,10,29,2,52,50,FALSE
2466,186,22,24,14,73,59,FALSE
2467,56,22,123,2,90,88,FALSE
2468,84,28,142,2,41,39,FALSE
2469,88,15,40,8,75,67,FALSE
2470,160,11,102,13,95,82,FALSE
2471,68,12,232,18,87,69,FALSE
2472,48,17,126,7,20,13,FALSE
2473,137,10,123,8,92,84,FALSE
2474,170,7,288,3,57,54,FALSE
2475,123,10,52,10,22,12,True
2476,110,2,59,17,78,61,FALSE
2477,173,30,198,18,35,17,True
2478,104,21,174,6,22,16,FALSE
2479,31,10,226,1,50,49,FALSE
2480,177,2,134,5,47,42,FALSE
2481,170,29,124,10,22,12,FALSE
2482,149,23,264,17,91,74,FALSE
2483,144,29,172,12,68,56,FALSE
2484,173,2,244,14,72,58,FALSE
2485,184,16,90,3,56,53,FALSE
2486,130,15,99,20,46,26,FALSE
2487,129,29,164,18,74,56,FALSE
2488,45,9,167,12,24,12,FALSE
2489,167,15,274,8,48,40,FALSE
2490,81,17,206,11,95,84,FALSE
2491,180,16,205,7,50,43,FALSE
2492,42,4,200,1,74,73,FALSE
2493,198,29,99,13,97,84,FALSE
2494,46,24,261,10,31,21,FALSE
2495,37,20,107,9,74,65,FALSE
2496,80,14,126,8,60,52,FALSE
2497,38,9,136,19,43,24,FALSE
2498,164,3,68,15,82,67,FALSE
2499,22,29,243,13,59,46,FALSE
2500,123,7,58,15,57,42,FALSE
2501,111,29,245,13,98,85,FALSE
2502,129,4,170,16,28,12,FALSE
2503,32,1,88,11,89,78,FALSE
2504,173,28,132,11,53,42,True
2505,112,20,182,6,37,31,FALSE
2506,139,30,85,15,69,54,True
2507,35,12,247,20,84,64,FALSE
2508,73,14,257,18,92,74,FALSE
2509,73,7,109,13,29,16,FALSE
2510,176,21,89,17,52,35,FALSE
2511,101,3,188,17,82,65,FALSE
2512,112,10,106,7,50,43,FALSE
2513,29,3,188,6,86,80,FALSE
2514,168,14,44,11,86,75,FALSE
2515,82,7,162,20,55,35,FALSE
2516,132,23,60,17,34,17,FALSE
2517,194,5,157,8,75,67,FALSE
2518,121,12,59,18,47,29,FALSE
2519,100,15,122,6,99,93,FALSE
2520,97,7,234,16,90,74,FALSE
2521,160,27,202,18,21,3,FALSE
2522,46,27,70,14,95,81,FALSE
2523,63,19,65,20,90,70,FALSE
2524,134,14,217,7,80,73,FALSE
2525,40,12,38,11,82,71,FALSE
2526,197,26,161,4,95,91,FALSE
2527,84,13,165,6,43,37,FALSE
2528,31,2,225,5,55,50,FALSE
2529,39,27,131,5,37,32,FALSE
2530,137,27,236,11,96,85,FALSE
2531,53,14,96,14,87,73,FALSE
2532,67,5,271,13,79,66,FALSE
2533,115,27,148,16,45,29,FALSE
2534,132,8,65,16,36,20,FALSE
2535,161,16,257,12,49,37,FALSE
2536,106,21,102,1,46,45,FALSE
2537,113,2,186,2,60,58,FALSE
2538,175,4,272,5,30,25,FALSE
2539,47,25,284,1,93,92,FALSE
2540,106,25,185,16,57,41,FALSE
2541,162,21,217,20,89,69,FALSE
2542,187,30,167,17,42,25,FALSE
2543,198,20,109,12,99,87,FALSE
2544,192,6,40,9,89,80,FALSE
2545,105,6,51,2,51,49,FALSE
2546,113,15,197,10,40,30,FALSE
2547,113,10,178,15,76,61,FALSE
2548,116,8,295,20,43,23,FALSE
2549,179,2,230,7,57,50,FALSE
2550,157,5,244,1,64,63,FALSE
2551,73,11,99,1,70,69,FALSE
2552,130,22,151,12,42,30,FALSE
2553,191,14,28,20,95,75,FALSE
2554,173,5,211,16,94,78,FALSE
2555,129,2,204,7,75,68,FALSE
2556,71,14,126,16,67,51,FALSE
2557,154,29,90,14,34,20,FALSE
2558,135,15,42,1,70,69,FALSE
2559,164,14,23,20,26,6,FALSE
2560,123,30,104,11,67,56,FALSE
2561,25,3,174,5,59,54,FALSE
2562,27,13,227,2,47,45,FALSE
2563,182,19,36,20,55,35,FALSE
2564,28,13,66,1,92,91,FALSE
2565,181,4,128,20,84,64,FALSE
2566,172,12,123,18,62,44,FALSE
2567,165,30,115,20,50,30,FALSE
2568,169,13,204,10,22,12,FALSE
2569,92,15,256,14,49,35,FALSE
2570,127,8,69,10,97,87,FALSE
2571,178,2,239,14,77,63,FALSE
2572,105,7,104,9,55,46,FALSE
2573,111,1,118,14,32,18,FALSE
2574,169,7,202,15,65,50,FALSE
2575,146,20,146,17,24,7,FALSE
2576,193,19,298,20,23,3,FALSE
2577,147,27,70,17,33,16,True
2578,150,6,286,1,62,61,FALSE
2579,188,3,97,1,59,58,FALSE
2580,108,20,41,17,56,39,FALSE
2581,129,14,158,20,92,72,FALSE
2582,142,11,200,3,94,91,FALSE
2583,65,5,34,5,76,71,FALSE
2584,56,26,240,17,75,58,FALSE
2585,24,4,278,5,60,55,FALSE
2586,30,17,250,8,70,62,FALSE
2587,173,10,278,1,24,23,FALSE
2588,57,16,38,12,34,22,FALSE
2589,68,19,119,17,66,49,FALSE
2590,98,26,261,10,70,60,FALSE
2591,110,12,156,17,42,25,FALSE
2592,133,18,102,20,32,12,FALSE
2593,33,23,63,6,61,55,FALSE
2594,58,27,95,9,82,73,FALSE
2595,150,12,274,17,77,60,FALSE
2596,83,27,130,4,54,50,FALSE
2597,192,5,290,1,66,65,FALSE
2598,123,12,22,18,72,54,FALSE
2599,150,6,159,10,70,60,FALSE
2600,95,6,79,19,75,56,FALSE
2601,166,13,59,12,48,36,FALSE
2602,190,6,220,8,65,57,FALSE
2603,90,21,286,14,82,68,FALSE
2604,142,10,239,7,95,88,FALSE
2605,92,28,80,1,22,21,FALSE
2606,190,30,299,6,42,36,FALSE
2607,52,9,233,9,30,21,FALSE
2608,98,21,99,19,100,81,FALSE
2609,109,23,247,13,45,32,FALSE
2610,36,28,267,20,59,39,FALSE
2611,148,28,129,5,76,71,FALSE
2612,82,28,39,18,23,5,FALSE
2613,146,2,72,6,23,17,FALSE
2614,192,22,287,11,91,80,FALSE
2615,123,10,112,19,58,39,FALSE
2616,136,3,72,7,37,30,FALSE
2617,111,19,295,16,70,54,FALSE
2618,111,30,150,13,54,41,FALSE
2619,74,27,206,13,84,71,FALSE
2620,73,8,44,3,60,57,FALSE
2621,102,12,208,4,57,53,FALSE
2622,180,14,48,20,87,67,FALSE
2623,103,10,195,15,22,7,FALSE
2624,30,4,76,8,73,65,FALSE
2625,89,26,35,4,96,92,FALSE
2626,107,15,137,8,89,81,FALSE
2627,104,22,87,18,74,56,FALSE
2628,24,26,41,1,33,32,FALSE
2629,48,4,112,1,54,53,FALSE
2630,104,28,127,15,39,24,FALSE
2631,31,13,207,6,36,30,FALSE
2632,61,2,163,15,36,21,FALSE
2633,180,19,112,16,93,77,FALSE
2634,131,18,158,20,55,35,FALSE
2635,118,14,135,19,58,39,FALSE
2636,86,8,51,11,33,22,FALSE
2637,55,14,84,2,38,36,FALSE
2638,54,15,59,18,71,53,FALSE
2639,49,17,194,3,91,88,FALSE
2640,118,3,53,20,92,72,FALSE
2641,40,5,79,17,66,49,FALSE
2642,28,20,275,8,43,35,FALSE
2643,177,5,192,12,56,44,FALSE
2644,44,24,62,20,72,52,FALSE
2645,40,25,204,9,31,22,FALSE
2646,36,13,101,19,82,63,FALSE
2647,32,18,262,9,68,59,True
2648,151,10,243,3,32,29,FALSE
2649,181,22,290,15,52,37,FALSE
2650,88,5,92,20,43,23,FALSE
2651,29,23,70,4,63,59,FALSE
2652,154,30,208,6,30,24,FALSE
2653,29,11,151,3,56,53,FALSE
2654,152,9,236,1,44,43,FALSE
2655,175,20,60,9,56,47,FALSE
2656,98,23,148,18,85,67,FALSE
2657,24,8,234,7,28,21,FALSE
2658,186,11,290,5,40,35,FALSE
2659,69,22,185,10,95,85,FALSE
2660,50,12,41,3,49,46,FALSE
2661,107,6,135,12,73,61,FALSE
2662,169,17,84,6,96,90,FALSE
2663,77,9,191,1,59,58,FALSE
2664,156,2,274,6,60,54,FALSE
2665,40,30,77,2,74,72,FALSE
2666,189,30,300,14,72,58,FALSE
2667,165,11,224,20,84,64,FALSE
2668,178,2,89,5,91,86,FALSE
2669,134,24,51,16,84,68,True
2670,145,8,69,5,40,35,FALSE
2671,83,13,204,20,37,17,True
2672,20,20,279,12,58,46,FALSE
2673,23,20,170,15,43,28,FALSE
2674,24,20,197,14,40,26,FALSE
2675,23,18,217,3,74,71,FALSE
2676,123,19,297,16,79,63,FALSE
2677,65,24,226,9,26,17,FALSE
2678,83,22,59,7,49,42,FALSE
2679,149,22,285,20,76,56,FALSE
2680,55,18,21,1,89,88,FALSE
2681,49,24,88,17,91,74,FALSE
2682,186,9,127,4,26,22,FALSE
2683,108,10,66,1,32,31,True
2684,177,24,82,12,44,32,FALSE
2685,139,28,142,3,61,58,FALSE
2686,51,15,157,9,32,23,FALSE
2687,98,28,36,16,21,5,FALSE
2688,24,3,115,6,66,60,FALSE
2689,74,16,245,12,74,62,FALSE
2690,63,2,162,6,39,33,FALSE
2691,194,15,88,6,98,92,FALSE
2692,67,3,69,2,95,93,FALSE
2693,37,5,65,20,31,11,FALSE
2694,55,29,299,9,70,61,FALSE
2695,51,10,183,18,40,22,FALSE
2696,61,1,238,6,87,81,FALSE
2697,90,26,205,9,95,86,FALSE
2698,23,23,200,17,75,58,FALSE
2699,95,3,170,1,54,53,FALSE
2700,200,30,274,18,86,68,FALSE
2701,190,29,144,15,100,85,FALSE
2702,128,9,103,4,80,76,FALSE
2703,103,17,200,1,44,43,FALSE
2704,143,13,264,15,85,70,FALSE
2705,150,13,251,4,76,72,FALSE
2706,26,11,158,16,26,10,FALSE
2707,83,3,227,2,21,19,FALSE
2708,154,28,280,17,63,46,FALSE
2709,71,12,57,5,22,17,FALSE
2710,197,24,242,10,80,70,FALSE
2711,118,8,56,8,28,20,FALSE
2712,139,17,100,9,75,66,FALSE
2713,104,22,187,16,39,23,FALSE
2714,65,27,199,7,20,13,FALSE
2715,32,7,265,18,56,38,FALSE
2716,42,10,245,5,23,18,FALSE
2717,169,8,123,2,61,59,FALSE
2718,85,24,222,18,73,55,FALSE
2719,59,1,72,13,31,18,FALSE
2720,20,9,55,16,64,48,FALSE
2721,62,5,105,15,68,53,FALSE
2722,190,2,253,19,63,44,FALSE
2723,138,20,79,19,70,51,FALSE
2724,113,29,269,19,97,78,FALSE
2725,71,5,44,14,70,56,FALSE
2726,42,13,119,10,87,77,FALSE
2727,26,4,207,4,33,29,FALSE
2728,48,7,293,3,62,59,FALSE
2729,83,15,52,12,49,37,FALSE
2730,70,21,139,8,74,66,FALSE
2731,168,21,99,2,22,20,FALSE
2732,140,12,211,11,70,59,FALSE
2733,129,29,291,19,59,40,FALSE
2734,65,11,189,19,57,38,FALSE
2735,123,30,199,18,81,63,FALSE
2736,94,18,213,1,35,34,FALSE
2737,193,2,93,11,62,51,FALSE
2738,98,20,237,19,41,22,FALSE
2739,174,17,210,19,97,78,FALSE
2740,42,22,137,12,35,23,FALSE
2741,140,22,182,11,60,49,FALSE
2742,130,30,157,16,49,33,FALSE
2743,157,21,69,6,96,90,FALSE
2744,150,19,104,8,51,43,FALSE
2745,36,2,88,10,34,24,FALSE
2746,108,21,221,4,52,48,FALSE
2747,86,28,148,13,30,17,FALSE
2748,95,15,267,16,68,52,FALSE
2749,100,4,49,11,98,87,FALSE
2750,49,16,86,14,79,65,FALSE
2751,103,21,282,7,20,13,FALSE
2752,178,8,160,11,69,58,FALSE
2753,86,29,262,2,46,44,FALSE
2754,151,17,164,12,48,36,FALSE
2755,125,25,122,6,89,83,FALSE
2756,106,17,164,17,56,39,FALSE
2757,136,21,293,3,51,48,FALSE
2758,66,18,290,12,63,51,FALSE
2759,157,14,119,20,51,31,FALSE
2760,34,22,174,11,89,78,FALSE
2761,198,21,67,1,22,21,FALSE
2762,40,17,261,15,73,58,True
2763,73,17,84,4,90,86,FALSE
2764,181,16,136,8,90,82,FALSE
2765,76,10,67,15,74,59,FALSE
2766,117,16,78,9,62,53,FALSE
2767,139,9,133,18,31,13,FALSE
2768,33,3,210,13,59,46,FALSE
2769,33,21,197,1,78,77,FALSE
2770,189,14,246,6,86,80,FALSE
2771,162,11,69,9,35,26,FALSE
2772,165,15,216,17,27,10,FALSE
2773,196,12,69,9,57,48,FALSE
2774,197,2,246,13,53,40,FALSE
2775,45,26,94,11,51,40,FALSE
2776,83,30,87,17,65,48,FALSE
2777,138,4,57,6,54,48,FALSE
2778,31,29,228,15,76,61,FALSE
2779,85,30,184,13,95,82,FALSE
2780,132,27,112,12,37,25,FALSE
2781,80,26,228,13,28,15,FALSE
2782,44,30,247,17,65,48,FALSE
2783,171,6,109,11,76,65,FALSE
2784,58,10,75,1,76,75,FALSE
2785,157,19,196,7,29,22,FALSE
2786,48,23,238,7,77,70,FALSE
2787,60,18,271,14,81,67,FALSE
2788,179,15,150,5,51,46,FALSE
2789,109,4,276,14,20,6,FALSE
2790,136,16,152,17,23,6,FALSE
2791,146,30,126,4,59,55,FALSE
2792,125,10,223,9,38,29,FALSE
2793,97,25,161,3,70,67,FALSE
2794,178,2,60,7,41,34,True
2795,182,14,209,1,66,65,FALSE
2796,180,30,252,14,55,41,FALSE
2797,61,15,49,9,51,42,FALSE
2798,112,30,169,19,28,9,FALSE
2799,99,28,27,5,72,67,FALSE
2800,183,3,297,9,62,53,FALSE
2801,141,6,29,3,69,66,FALSE
2802,186,9,153,1,32,31,FALSE
2803,97,18,193,7,42,35,FALSE
2804,191,4,224,4,68,64,FALSE
2805,191,10,38,1,90,89,FALSE
2806,171,28,100,20,52,32,FALSE
2807,138,21,147,12,36,24,FALSE
2808,121,9,132,1,64,63,FALSE
2809,128,27,156,4,80,76,FALSE
2810,77,5,42,7,75,68,FALSE
2811,194,1,107,13,30,17,FALSE
2812,94,21,211,19,22,3,FALSE
2813,44,17,32,18,27,9,FALSE
2814,165,20,64,4,57,53,FALSE
2815,176,8,83,16,64,48,FALSE
2816,125,22,275,8,99,91,FALSE
2817,69,24,205,13,89,76,FALSE
2818,118,2,186,12,99,87,FALSE
2819,131,17,289,10,87,77,FALSE
2820,160,1,244,2,97,95,FALSE
2821,119,3,175,2,55,53,FALSE
2822,69,29,241,1,42,41,FALSE
2823,183,22,246,12,69,57,FALSE
2824,119,16,46,6,70,64,FALSE
2825,32,2,36,14,95,81,FALSE
2826,41,1,179,15,67,52,FALSE
2827,128,3,147,1,37,36,FALSE
2828,114,4,128,13,20,7,FALSE
2829,108,26,144,13,82,69,FALSE
2830,69,7,272,1,100,99,FALSE
2831,96,22,252,14,28,14,FALSE
2832,35,30,60,9,91,82,FALSE
2833,110,21,268,5,27,22,FALSE
2834,185,10,281,13,45,32,FALSE
2835,200,27,140,14,59,45,FALSE
2836,119,9,125,4,90,86,FALSE
2837,159,1,97,2,46,44,FALSE
2838,42,14,115,15,20,5,FALSE
2839,80,28,131,10,62,52,FALSE
2840,65,4,33,11,49,38,FALSE
2841,173,18,177,13,93,80,FALSE
2842,84,16,124,8,21,13,FALSE
2843,166,22,72,8,37,29,FALSE
2844,69,24,191,20,41,21,FALSE
2845,89,20,68,9,65,56,FALSE
2846,42,30,64,20,25,5,FALSE
2847,131,9,284,17,75,58,FALSE
2848,153,2,146,14,32,18,FALSE
2849,36,2,167,20,91,71,FALSE
2850,39,21,31,18,78,60,True
2851,200,21,197,15,53,38,FALSE
2852,173,3,34,4,25,21,FALSE
2853,177,10,187,13,55,42,FALSE
2854,186,22,190,5,35,30,FALSE
2855,143,14,119,11,93,82,FALSE
2856,145,3,48,5,38,33,FALSE
2857,180,25,143,7,68,61,FALSE
2858,22,22,74,15,41,26,FALSE
2859,147,20,209,5,73,68,FALSE
2860,199,23,136,15,99,84,FALSE
2861,182,23,244,3,52,49,FALSE
2862,34,6,117,15,44,29,FALSE
2863,61,23,158,6,35,29,FALSE
2864,123,14,256,16,86,70,FALSE
2865,130,10,51,16,37,21,FALSE
2866,98,17,185,11,50,39,FALSE
2867,189,16,196,6,98,92,FALSE
2868,93,29,260,6,20,14,True
2869,138,30,265,12,24,12,FALSE
2870,100,19,123,20,31,11,True
2871,97,10,99,20,94,74,FALSE
2872,88,4,156,4,26,22,FALSE
2873,166,29,220,16,34,18,FALSE
2874,42,10,252,3,96,93,FALSE
2875,74,1,194,7,85,78,FALSE
2876,168,5,216,15,78,63,FALSE
2877,186,18,185,11,51,40,FALSE
2878,65,10,102,17,81,64,FALSE
2879,140,26,277,5,97,92,FALSE
2880,37,30,59,4,30,26,FALSE
2881,107,13,57,17,36,19,FALSE
2882,89,18,278,3,78,75,FALSE
2883,131,30,42,10,61,51,FALSE
2884,29,11,101,5,30,25,FALSE
2885,21,22,176,6,23,17,FALSE
2886,51,17,59,7,59,52,FALSE
2887,74,17,297,10,34,24,FALSE
2888,75,12,232,1,49,48,FALSE
2889,21,15,180,15,30,15,FALSE
2890,39,19,235,2,91,89,FALSE
2891,114,25,218,18,27,9,FALSE
2892,147,3,156,12,58,46,FALSE
2893,194,2,104,1,78,77,FALSE
2894,152,29,222,17,63,46,FALSE
2895,50,15,158,6,95,89,FALSE
2896,50,1,286,6,65,59,FALSE
2897,154,13,201,9,25,16,FALSE
2898,192,12,116,16,32,16,FALSE
2899,81,13,194,5,27,22,FALSE
2900,83,4,134,6,56,50,FALSE
2901,132,13,111,13,29,16,FALSE
2902,148,29,64,1,46,45,FALSE
2903,156,1,34,16,73,57,FALSE
2904,78,6,135,7,46,39,FALSE
2905,121,16,208,6,87,81,FALSE
2906,154,29,237,20,43,23,FALSE
2907,177,27,162,15,90,75,FALSE
2908,78,14,135,18,55,37,FALSE
2909,105,27,100,3,79,76,FALSE
2910,116,4,114,9,40,31,FALSE
2911,67,10,242,13,97,84,FALSE
2912,96,11,153,4,86,82,FALSE
2913,168,1,261,18,93,75,FALSE
2914,177,14,188,2,43,41,FALSE
2915,174,7,291,20,83,63,FALSE
2916,104,24,134,11,21,10,True
2917,104,22,237,9,54,45,FALSE
2918,157,4,65,15,71,56,FALSE
2919,27,27,230,20,84,64,FALSE
2920,69,10,186,16,73,57,FALSE
2921,122,10,191,12,27,15,FALSE
2922,68,9,271,17,69,52,FALSE
2923,66,27,138,17,91,74,FALSE
2924,108,6,27,8,77,69,FALSE
2925,39,15,133,19,73,54,FALSE
2926,54,14,293,11,92,81,FALSE
2927,29,27,219,12,49,37,FALSE
2928,169,13,245,4,79,75,FALSE
2929,197,18,57,12,75,63,FALSE
2930,58,6,37,5,30,25,FALSE
2931,147,23,93,18,27,9,FALSE
2932,151,3,85,16,70,54,FALSE
2933,119,3,63,10,91,81,FALSE
2934,38,2,168,20,40,20,FALSE
2935,82,10,261,3,39,36,FALSE
2936,116,25,159,7,28,21,FALSE
2937,75,5,39,17,29,12,FALSE
2938,42,18,146,10,81,71,FALSE
2939,118,26,39,19,33,14,FALSE
2940,111,26,120,13,75,62,FALSE
2941,116,10,76,1,44,43,FALSE
2942,155,13,111,20,66,46,FALSE
2943,162,25,205,19,57,38,FALSE
2944,159,15,24,12,40,28,FALSE
2945,175,27,266,5,91,86,FALSE
2946,189,5,55,19,90,71,FALSE
2947,119,7,63,3,84,81,FALSE
2948,90,6,219,8,53,45,FALSE
2949,82,23,205,6,22,16,FALSE
2950,38,6,88,14,22,8,FALSE
2951,95,8,252,20,86,66,FALSE
2952,80,15,268,3,60,57,FALSE
2953,161,23,53,3,69,66,FALSE
2954,181,13,148,17,22,5,FALSE
2955,55,9,212,10,68,58,FALSE
2956,197,7,78,5,62,57,FALSE
2957,51,22,286,15,63,48,FALSE
2958,98,21,234,9,80,71,FALSE
2959,64,10,114,1,66,65,FALSE
2960,67,24,226,20,32,12,FALSE
2961,134,11,278,19,59,40,FALSE
2962,156,13,108,13,71,58,FALSE
2963,179,21,61,6,97,91,FALSE
2964,42,13,212,10,86,76,FALSE
2965,110,16,240,5,74,69,FALSE
2966,63,17,75,8,71,63,FALSE
2967,79,11,239,14,33,19,FALSE
2968,97,28,88,11,85,74,FALSE
2969,38,29,87,6,39,33,FALSE
2970,162,29,32,10,49,39,FALSE
2971,148,8,299,11,93,82,FALSE
2972,128,8,241,6,29,23,FALSE
2973,105,14,278,18,85,67,FALSE
2974,132,14,228,17,33,16,FALSE
2975,97,14,189,7,93,86,FALSE
2976,147,17,175,4,99,95,FALSE
2977,68,7,233,18,74,56,FALSE
2978,196,8,183,6,83,77,FALSE
2979,136,1,195,9,58,49,FALSE
2980,147,8,217,13,41,28,FALSE
2981,71,5,75,8,89,81,FALSE
2982,43,7,102,6,59,53,FALSE
2983,145,23,278,5,60,55,True
2984,129,11,52,16,71,55,FALSE
2985,69,26,150,16,31,15,FALSE
2986,91,15,98,10,44,34,FALSE
2987,37,30,44,3,47,44,FALSE
2988,79,10,33,6,40,34,FALSE
2989,45,14,162,7,37,30,FALSE
2990,128,26,95,15,55,40,FALSE
2991,22,2,24,11,91,80,FALSE
2992,155,21,259,16,78,62,FALSE
2993,92,28,95,15,78,63,FALSE
2994,142,24,116,10,41,31,FALSE
2995,78,13,70,5,66,61,FALSE
2996,87,27,213,16,44,28,FALSE
2997,65,18,216,1,84,83,FALSE
2998,131,6,282,5,45,40,FALSE
2999,27,10,234,15,24,9,FALSE
3000,112,23,34,20,65,45,FALSE
3001,163,10,89,1,90,89,FALSE
3002,194,10,299,8,39,31,FALSE
3003,48,11,238,12,80,68,FALSE
3004,132,17,114,2,40,38,FALSE
3005,181,13,194,14,86,72,FALSE
3006,120,18,294,19,43,24,FALSE
3007,47,23,143,16,49,33,FALSE
3008,152,15,163,15,69,54,FALSE
3009,85,21,110,2,77,75,FALSE
3010,166,30,213,7,49,42,FALSE
3011,194,18,199,2,98,96,FALSE
3012,105,17,64,7,62,55,FALSE
3013,137,4,219,7,24,17,FALSE
3014,79,6,103,8,95,87,FALSE
3015,136,18,239,20,86,66,FALSE
3016,80,29,217,18,31,13,FALSE
3017,140,29,153,20,54,34,FALSE
3018,185,5,32,12,59,47,FALSE
3019,174,23,285,20,48,28,FALSE
3020,31,17,242,8,83,75,FALSE
3021,47,22,276,12,58,46,FALSE
3022,84,4,94,6,46,40,FALSE
3023,30,17,93,17,48,31,FALSE
3024,57,11,33,18,79,61,FALSE
3025,155,6,253,15,48,33,FALSE
3026,142,22,108,11,69,58,FALSE
3027,119,7,118,4,23,19,FALSE
3028,154,28,144,12,82,70,FALSE
3029,35,30,248,7,78,71,FALSE
3030,74,8,287,3,66,63,FALSE
3031,100,29,257,7,85,78,FALSE
3032,160,3,183,3,75,72,FALSE
3033,62,11,68,10,73,63,FALSE
3034,188,24,168,17,66,49,FALSE
3035,88,3,121,6,96,90,FALSE
3036,190,9,24,10,33,23,FALSE
3037,67,26,93,13,83,70,FALSE
3038,132,19,26,3,76,73,FALSE
3039,177,13,234,12,64,52,FALSE
3040,23,29,185,2,79,77,FALSE
3041,50,8,225,5,78,73,FALSE
3042,79,5,206,6,33,27,FALSE
3043,88,23,72,3,64,61,FALSE
3044,167,8,140,16,40,24,FALSE
3045,187,4,261,15,83,68,FALSE
3046,32,10,114,4,53,49,FALSE
3047,119,2,43,1,64,63,True
3048,184,22,286,7,67,60,FALSE
3049,94,23,122,9,80,71,FALSE
3050,68,11,152,17,39,22,FALSE
3051,96,4,167,20,82,62,FALSE
3052,77,5,169,19,89,70,FALSE
3053,148,17,49,16,76,60,FALSE
3054,112,9,145,15,24,9,FALSE
3055,85,22,38,15,56,41,FALSE
3056,114,20,105,4,46,42,FALSE
3057,122,1,126,19,24,5,FALSE
3058,79,3,238,3,33,30,FALSE
3059,173,2,247,5,51,46,FALSE
3060,103,28,116,16,94,78,FALSE
3061,180,10,47,16,62,46,FALSE
3062,172,6,168,15,80,65,FALSE
3063,149,2,187,20,40,20,FALSE
3064,78,21,114,1,66,65,FALSE
3065,154,10,202,15,30,15,FALSE
3066,130,28,148,11,92,81,FALSE
3067,34,22,291,6,84,78,FALSE
3068,26,15,154,11,55,44,FALSE
3069,158,6,27,18,37,19,FALSE
3070,170,6,139,9,64,55,FALSE
3071,182,7,78,7,37,30,FALSE
3072,78,18,209,7,98,91,FALSE
3073,140,26,261,6,53,47,FALSE
3074,96,20,114,20,72,52,FALSE
3075,41,3,203,3,96,93,FALSE
3076,200,16,21,17,82,65,FALSE
3077,98,12,270,12,37,25,FALSE
3078,45,20,262,10,41,31,FALSE
3079,101,29,157,16,39,23,FALSE
3080,43,15,92,13,55,42,FALSE
3081,177,12,270,12,52,40,FALSE
3082,52,13,224,1,70,69,FALSE
3083,194,24,173,14,78,64,FALSE
3084,57,1,46,19,76,57,FALSE
3085,55,27,71,7,76,69,FALSE
3086,181,27,23,20,25,5,FALSE
3087,62,12,253,18,27,9,FALSE
3088,43,21,78,9,38,29,FALSE
3089,29,23,235,2,62,60,FALSE
3090,129,6,138,4,59,55,FALSE
3091,71,11,65,4,52,48,FALSE
3092,96,12,67,20,49,29,FALSE
3093,89,5,148,19,70,51,FALSE
3094,108,11,274,10,24,14,FALSE
3095,44,10,257,9,90,81,FALSE
3096,70,4,160,5,76,71,FALSE
3097,166,18,204,19,84,65,FALSE
3098,92,11,84,8,67,59,FALSE
3099,197,26,87,5,48,43,FALSE
3100,126,26,157,15,47,32,FALSE
3101,94,3,24,15,43,28,FALSE
3102,132,10,155,6,62,56,FALSE
3103,132,4,292,3,78,75,FALSE
3104,56,16,300,13,50,37,FALSE
